value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
77.58,81.459,2024-12-11T18:00:00Z,2024-12-11T18:30:00Z,
65.08,68.334,2024-12-11T18:30:00Z,2024-12-11T19:00:00Z,
43.6,45.78,2024-12-11T19:00:00Z,2024-12-11T19:30:00Z,
31.52,33.096,2024-12-11T19:30:00Z,2024-12-11T20:00:00Z,
34.02,35.721,2024-12-11T20:00:00Z,2024-12-11T20:30:00Z,
26.25,27.5625,2024-12-11T20:30:00Z,2024-12-11T21:00:00Z,
31.5,33.075,2024-12-11T21:00:00Z,2024-12-11T21:30:00Z,
22.89,24.0345,2024-12-11T21:30:00Z,2024-12-11T22:00:00Z,
28.14,29.547,2024-12-11T22:00:00Z,2024-12-11T22:30:00Z,
18.81,19.7505,2024-12-11T22:30:00Z,2024-12-11T23:00:00Z,
25.62,26.901,2024-12-11T23:00:00Z,2024-12-11T23:30:00Z,
21.42,22.491,2024-12-11T23:30:00Z,2024-12-12T00:00:00Z,
17.77,18.6585,2024-12-12T00:00:00Z,2024-12-12T00:30:00Z,
22.89,24.0345,2024-12-12T00:30:00Z,2024-12-12T01:00:00Z,
19.95,20.9475,2024-12-12T01:00:00Z,2024-12-12T01:30:00Z,
19.61,20.5905,2024-12-12T01:30:00Z,2024-12-12T02:00:00Z,
18.67,19.6035,2024-12-12T02:00:00Z,2024-12-12T02:30:00Z,
17.99,18.8895,2024-12-12T02:30:00Z,2024-12-12T03:00:00Z,
18.91,19.8555,2024-12-12T03:00:00Z,2024-12-12T03:30:00Z,
18.36,19.278,2024-12-12T03:30:00Z,2024-12-12T04:00:00Z,
19.67,20.6535,2024-12-12T04:00:00Z,2024-12-12T04:30:00Z,
18.23,19.1415,2024-12-12T04:30:00Z,2024-12-12T05:00:00Z,
21.84,22.932,2024-12-12T05:00:00Z,2024-12-12T05:30:00Z,
24.62,25.851,2024-12-12T05:30:00Z,2024-12-12T06:00:00Z,
26.46,27.783,2024-12-12T06:00:00Z,2024-12-12T06:30:00Z,
31.5,33.075,2024-12-12T06:30:00Z,2024-12-12T07:00:00Z,
38.43,40.3515,2024-12-12T07:00:00Z,2024-12-12T07:30:00Z,
58.05,60.9525,2024-12-12T07:30:00Z,2024-12-12T08:00:00Z,
55.6,58.38,2024-12-12T08:00:00Z,2024-12-12T08:30:00Z,
61.95,65.0475,2024-12-12T08:30:00Z,2024-12-12T09:00:00Z,
59.22,62.181,2024-12-12T09:00:00Z,2024-12-12T09:30:00Z,
59.64,62.622,2024-12-12T09:30:00Z,2024-12-12T10:00:00Z,
61.34,64.407,2024-12-12T10:00:00Z,2024-12-12T10:30:00Z,
61.95,65.0475,2024-12-12T10:30:00Z,2024-12-12T11:00:00Z,
58.8,61.74,2024-12-12T11:00:00Z,2024-12-12T11:30:00Z,
55.5,58.275,2024-12-12T11:30:00Z,2024-12-12T12:00:00Z,
61.42,64.491,2024-12-12T12:00:00Z,2024-12-12T12:30:00Z,
72.07,75.6735,2024-12-12T12:30:00Z,2024-12-12T13:00:00Z,
73.4,77.07,2024-12-12T13:00:00Z,2024-12-12T13:30:00Z,
70.04,73.542,2024-12-12T13:30:00Z,2024-12-12T14:00:00Z,
74.21,77.9205,2024-12-12T14:00:00Z,2024-12-12T14:30:00Z,
74.55,78.2775,2024-12-12T14:30:00Z,2024-12-12T15:00:00Z,
73.7,77.385,2024-12-12T15:00:00Z,2024-12-12T15:30:00Z,
94.5,99.225,2024-12-12T15:30:00Z,2024-12-12T16:00:00Z,
95.23,99.9915,2024-12-12T16:00:00Z,2024-12-12T16:30:00Z,
95.23,99.9915,2024-12-12T16:30:00Z,2024-12-12T17:00:00Z,
95.23,99.9915,2024-12-12T17:00:00Z,2024-12-12T17:30:00Z,
95.23,99.9915,2024-12-12T17:30:00Z,2024-12-12T18:00:00Z,
95.23,99.9915,2024-12-12T18:00:00Z,2024-12-12T18:30:00Z,
93.25,97.9125,2024-12-12T18:30:00Z,2024-12-12T19:00:00Z,
65.98,69.279,2024-12-12T19:00:00Z,2024-12-12T19:30:00Z,
51.07,53.6235,2024-12-12T19:30:00Z,2024-12-12T20:00:00Z,
35.6,37.38,2024-12-12T20:00:00Z,2024-12-12T20:30:00Z,
27.45,28.8225,2024-12-12T20:30:00Z,2024-12-12T21:00:00Z,
31.92,33.516,2024-12-12T21:00:00Z,2024-12-12T21:30:00Z,
23.94,25.137,2024-12-12T21:30:00Z,2024-12-12T22:00:00Z,
29.63,31.1115,2024-12-12T22:00:00Z,2024-12-12T22:30:00Z,
23.1,24.255,2024-12-12T22:30:00Z,2024-12-12T23:00:00Z,
24.53,25.7565,2024-12-12T23:00:00Z,2024-12-12T23:30:00Z,
20.79,21.8295,2024-12-12T23:30:00Z,2024-12-13T00:00:00Z,
17.43,18.3015,2024-12-13T00:00:00Z,2024-12-13T00:30:00Z,
20.58,21.609,2024-12-13T00:30:00Z,2024-12-13T01:00:00Z,
19.74,20.727,2024-12-13T01:00:00Z,2024-12-13T01:30:00Z,
17.7,18.585,2024-12-13T01:30:00Z,2024-12-13T02:00:00Z,
18.9,19.845,2024-12-13T02:00:00Z,2024-12-13T02:30:00Z,
18.36,19.278,2024-12-13T02:30:00Z,2024-12-13T03:00:00Z,
17.43,18.3015,2024-12-13T03:00:00Z,2024-12-13T03:30:00Z,
17.22,18.081,2024-12-13T03:30:00Z,2024-12-13T04:00:00Z,
19.12,20.076,2024-12-13T04:00:00Z,2024-12-13T04:30:00Z,
17.22,18.081,2024-12-13T04:30:00Z,2024-12-13T05:00:00Z,
21.54,22.617,2024-12-13T05:00:00Z,2024-12-13T05:30:00Z,
22.98,24.129,2024-12-13T05:30:00Z,2024-12-13T06:00:00Z,
27.89,29.2845,2024-12-13T06:00:00Z,2024-12-13T06:30:00Z,
32.76,34.398,2024-12-13T06:30:00Z,2024-12-13T07:00:00Z,
35.58,37.359,2024-12-13T07:00:00Z,2024-12-13T07:30:00Z,
44.26,46.473,2024-12-13T07:30:00Z,2024-12-13T08:00:00Z,
40.07,42.0735,2024-12-13T08:00:00Z,2024-12-13T08:30:00Z,
42.21,44.3205,2024-12-13T08:30:00Z,2024-12-13T09:00:00Z,
34.1,35.805,2024-12-13T09:00:00Z,2024-12-13T09:30:00Z,
33.94,35.637,2024-12-13T09:30:00Z,2024-12-13T10:00:00Z,
30.45,31.9725,2024-12-13T10:00:00Z,2024-12-13T10:30:00Z,
30.45,31.9725,2024-12-13T10:30:00Z,2024-12-13T11:00:00Z,
30.95,32.4975,2024-12-13T11:00:00Z,2024-12-13T11:30:00Z,
30.45,31.9725,2024-12-13T11:30:00Z,2024-12-13T12:00:00Z,
29.36,30.828,2024-12-13T12:00:00Z,2024-12-13T12:30:00Z,
31.08,32.634,2024-12-13T12:30:00Z,2024-12-13T13:00:00Z,
31.29,32.8545,2024-12-13T13:00:00Z,2024-12-13T13:30:00Z,
29.36,30.828,2024-12-13T13:30:00Z,2024-12-13T14:00:00Z,
36.98,38.829,2024-12-13T14:00:00Z,2024-12-13T14:30:00Z,
36.12,37.926,2024-12-13T14:30:00Z,2024-12-13T15:00:00Z,
40.53,42.5565,2024-12-13T15:00:00Z,2024-12-13T15:30:00Z,
49.91,52.4055,2024-12-13T15:30:00Z,2024-12-13T16:00:00Z,
57.77,60.6585,2024-12-13T16:00:00Z,2024-12-13T16:30:00Z,
68.08,71.484,2024-12-13T16:30:00Z,2024-12-13T17:00:00Z,
62.52,65.646,2024-12-13T17:00:00Z,2024-12-13T17:30:00Z,
61.6,64.68,2024-12-13T17:30:00Z,2024-12-13T18:00:00Z,
54.37,57.0885,2024-12-13T18:00:00Z,2024-12-13T18:30:00Z,
44.92,47.166,2024-12-13T18:30:00Z,2024-12-13T19:00:00Z,
32.78,34.419,2024-12-13T19:00:00Z,2024-12-13T19:30:00Z,
28.39,29.8095,2024-12-13T19:30:00Z,2024-12-13T20:00:00Z,
27.72,29.106,2024-12-13T20:00:00Z,2024-12-13T20:30:00Z,
24.19,25.3995,2024-12-13T20:30:00Z,2024-12-13T21:00:00Z,
24.78,26.019,2024-12-13T21:00:00Z,2024-12-13T21:30:00Z,
22.37,23.4885,2024-12-13T21:30:00Z,2024-12-13T22:00:00Z,
21.82,22.911,2024-12-13T22:00:00Z,2024-12-13T22:30:00Z,
18.06,18.963,2024-12-13T22:30:00Z,2024-12-13T23:00:00Z,
19.32,20.286,2024-12-13T23:00:00Z,2024-12-13T23:30:00Z,
20.26,21.273,2024-12-13T23:30:00Z,2024-12-14T00:00:00Z,
20.06,21.063,2024-12-14T00:00:00Z,2024-12-14T00:30:00Z,
23.1,24.255,2024-12-14T00:30:00Z,2024-12-14T01:00:00Z,
19.57,20.5485,2024-12-14T01:00:00Z,2024-12-14T01:30:00Z,
16.8,17.64,2024-12-14T01:30:00Z,2024-12-14T02:00:00Z,
17.54,18.417,2024-12-14T02:00:00Z,2024-12-14T02:30:00Z,
16.17,16.9785,2024-12-14T02:30:00Z,2024-12-14T03:00:00Z,
16.17,16.9785,2024-12-14T03:00:00Z,2024-12-14T03:30:00Z,
16.04,16.842,2024-12-14T03:30:00Z,2024-12-14T04:00:00Z,
16.17,16.9785,2024-12-14T04:00:00Z,2024-12-14T04:30:00Z,
16.17,16.9785,2024-12-14T04:30:00Z,2024-12-14T05:00:00Z,
16.17,16.9785,2024-12-14T05:00:00Z,2024-12-14T05:30:00Z,
16.17,16.9785,2024-12-14T05:30:00Z,2024-12-14T06:00:00Z,
16.91,17.7555,2024-12-14T06:00:00Z,2024-12-14T06:30:00Z,
17.43,18.3015,2024-12-14T06:30:00Z,2024-12-14T07:00:00Z,
17.96,18.858,2024-12-14T07:00:00Z,2024-12-14T07:30:00Z,
22.05,23.1525,2024-12-14T07:30:00Z,2024-12-14T08:00:00Z,
17.43,18.3015,2024-12-14T08:00:00Z,2024-12-14T08:30:00Z,
24.57,25.7985,2024-12-14T08:30:00Z,2024-12-14T09:00:00Z,
22.89,24.0345,2024-12-14T09:00:00Z,2024-12-14T09:30:00Z,
23.86,25.053,2024-12-14T09:30:00Z,2024-12-14T10:00:00Z,
22.51,23.6355,2024-12-14T10:00:00Z,2024-12-14T10:30:00Z,
20.24,21.252,2024-12-14T10:30:00Z,2024-12-14T11:00:00Z,
20.79,21.8295,2024-12-14T11:00:00Z,2024-12-14T11:30:00Z,
17.54,18.417,2024-12-14T11:30:00Z,2024-12-14T12:00:00Z,
17.3,18.165,2024-12-14T12:00:00Z,2024-12-14T12:30:00Z,
18.38,19.299,2024-12-14T12:30:00Z,2024-12-14T13:00:00Z,
18.13,19.0365,2024-12-14T13:00:00Z,2024-12-14T13:30:00Z,
17.22,18.081,2024-12-14T13:30:00Z,2024-12-14T14:00:00Z,
18.43,19.3515,2024-12-14T14:00:00Z,2024-12-14T14:30:00Z,
18.23,19.1415,2024-12-14T14:30:00Z,2024-12-14T15:00:00Z,
17.45,18.3225,2024-12-14T15:00:00Z,2024-12-14T15:30:00Z,
20.48,21.504,2024-12-14T15:30:00Z,2024-12-14T16:00:00Z,
33.79,35.4795,2024-12-14T16:00:00Z,2024-12-14T16:30:00Z,
36.93,38.7765,2024-12-14T16:30:00Z,2024-12-14T17:00:00Z,
36.52,38.346,2024-12-14T17:00:00Z,2024-12-14T17:30:00Z,
36.52,38.346,2024-12-14T17:30:00Z,2024-12-14T18:00:00Z,
36.62,38.451,2024-12-14T18:00:00Z,2024-12-14T18:30:00Z,
31.06,32.613,2024-12-14T18:30:00Z,2024-12-14T19:00:00Z,
19.06,20.013,2024-12-14T19:00:00Z,2024-12-14T19:30:00Z,
17.02,17.871,2024-12-14T19:30:00Z,2024-12-14T20:00:00Z,
19.74,20.727,2024-12-14T20:00:00Z,2024-12-14T20:30:00Z,
18.48,19.404,2024-12-14T20:30:00Z,2024-12-14T21:00:00Z,
19.74,20.727,2024-12-14T21:00:00Z,2024-12-14T21:30:00Z,
18.9,19.845,2024-12-14T21:30:00Z,2024-12-14T22:00:00Z,
18.69,19.6245,2024-12-14T22:00:00Z,2024-12-14T22:30:00Z,
16.48,17.304,2024-12-14T22:30:00Z,2024-12-14T23:00:00Z,
14.69,15.4245,2024-12-14T23:00:00Z,2024-12-14T23:30:00Z,
13.96,14.658,2024-12-14T23:30:00Z,2024-12-15T00:00:00Z,
10.5,11.025,2024-12-15T00:00:00Z,2024-12-15T00:30:00Z,
14.41,15.1305,2024-12-15T00:30:00Z,2024-12-15T01:00:00Z,
11.97,12.5685,2024-12-15T01:00:00Z,2024-12-15T01:30:00Z,
5.67,5.9535,2024-12-15T01:30:00Z,2024-12-15T02:00:00Z,
13.23,13.8915,2024-12-15T02:00:00Z,2024-12-15T02:30:00Z,
7.3,7.665,2024-12-15T02:30:00Z,2024-12-15T03:00:00Z,
8.4,8.82,2024-12-15T03:00:00Z,2024-12-15T03:30:00Z,
7.14,7.497,2024-12-15T03:30:00Z,2024-12-15T04:00:00Z,
8.17,8.5785,2024-12-15T04:00:00Z,2024-12-15T04:30:00Z,
6.53,6.8565,2024-12-15T04:30:00Z,2024-12-15T05:00:00Z,
6.72,7.056,2024-12-15T05:00:00Z,2024-12-15T05:30:00Z,
7.16,7.518,2024-12-15T05:30:00Z,2024-12-15T06:00:00Z,
7.35,7.7175,2024-12-15T06:00:00Z,2024-12-15T06:30:00Z,
9.45,9.9225,2024-12-15T06:30:00Z,2024-12-15T07:00:00Z,
10.08,10.584,2024-12-15T07:00:00Z,2024-12-15T07:30:00Z,
12.41,13.0305,2024-12-15T07:30:00Z,2024-12-15T08:00:00Z,
8.4,8.82,2024-12-15T08:00:00Z,2024-12-15T08:30:00Z,
13.12,13.776,2024-12-15T08:30:00Z,2024-12-15T09:00:00Z,
8.4,8.82,2024-12-15T09:00:00Z,2024-12-15T09:30:00Z,
12.75,13.3875,2024-12-15T09:30:00Z,2024-12-15T10:00:00Z,
9.7,10.185,2024-12-15T10:00:00Z,2024-12-15T10:30:00Z,
11.59,12.1695,2024-12-15T10:30:00Z,2024-12-15T11:00:00Z,
11.26,11.823,2024-12-15T11:00:00Z,2024-12-15T11:30:00Z,
10.82,11.361,2024-12-15T11:30:00Z,2024-12-15T12:00:00Z,
9.58,10.059,2024-12-15T12:00:00Z,2024-12-15T12:30:00Z,
11.76,12.348,2024-12-15T12:30:00Z,2024-12-15T13:00:00Z,
11.34,11.907,2024-12-15T13:00:00Z,2024-12-15T13:30:00Z,
10.92,11.466,2024-12-15T13:30:00Z,2024-12-15T14:00:00Z,
10.08,10.584,2024-12-15T14:00:00Z,2024-12-15T14:30:00Z,
10.08,10.584,2024-12-15T14:30:00Z,2024-12-15T15:00:00Z,
13.23,13.8915,2024-12-15T15:00:00Z,2024-12-15T15:30:00Z,
16.32,17.136,2024-12-15T15:30:00Z,2024-12-15T16:00:00Z,
30.85,32.3925,2024-12-15T16:00:00Z,2024-12-15T16:30:00Z,
33.37,35.0385,2024-12-15T16:30:00Z,2024-12-15T17:00:00Z,
32.86,34.503,2024-12-15T17:00:00Z,2024-12-15T17:30:00Z,
33.81,35.5005,2024-12-15T17:30:00Z,2024-12-15T18:00:00Z,
32.11,33.7155,2024-12-15T18:00:00Z,2024-12-15T18:30:00Z,
30.01,31.5105,2024-12-15T18:30:00Z,2024-12-15T19:00:00Z,
16.68,17.514,2024-12-15T19:00:00Z,2024-12-15T19:30:00Z,
11.76,12.348,2024-12-15T19:30:00Z,2024-12-15T20:00:00Z,
16.38,17.199,2024-12-15T20:00:00Z,2024-12-15T20:30:00Z,
8.4,8.82,2024-12-15T20:30:00Z,2024-12-15T21:00:00Z,
13.54,14.217,2024-12-15T21:00:00Z,2024-12-15T21:30:00Z,
5.25,5.5125,2024-12-15T21:30:00Z,2024-12-15T22:00:00Z,
10.82,11.361,2024-12-15T22:00:00Z,2024-12-15T22:30:00Z,
0.0,0.0,2024-12-15T22:30:00Z,2024-12-15T23:00:00Z,
2.94,3.087,2024-12-15T23:00:00Z,2024-12-15T23:30:00Z,
1.52,1.596,2024-12-15T23:30:00Z,2024-12-16T00:00:00Z,
0.21,0.2205,2024-12-16T00:00:00Z,2024-12-16T00:30:00Z,
2.94,3.087,2024-12-16T00:30:00Z,2024-12-16T01:00:00Z,
0.21,0.2205,2024-12-16T01:00:00Z,2024-12-16T01:30:00Z,
0.13,0.1365,2024-12-16T01:30:00Z,2024-12-16T02:00:00Z,
0.21,0.2205,2024-12-16T02:00:00Z,2024-12-16T02:30:00Z,
-0.43,-0.4515,2024-12-16T02:30:00Z,2024-12-16T03:00:00Z,
0.21,0.2205,2024-12-16T03:00:00Z,2024-12-16T03:30:00Z,
0.1,0.105,2024-12-16T03:30:00Z,2024-12-16T04:00:00Z,
0.21,0.2205,2024-12-16T04:00:00Z,2024-12-16T04:30:00Z,
0.21,0.2205,2024-12-16T04:30:00Z,2024-12-16T05:00:00Z,
-0.57,-0.5985,2024-12-16T05:00:00Z,2024-12-16T05:30:00Z,
4.34,4.557,2024-12-16T05:30:00Z,2024-12-16T06:00:00Z,
11.97,12.5685,2024-12-16T06:00:00Z,2024-12-16T06:30:00Z,
15.78,16.569,2024-12-16T06:30:00Z,2024-12-16T07:00:00Z,
16.46,17.283,2024-12-16T07:00:00Z,2024-12-16T07:30:00Z,
21.21,22.2705,2024-12-16T07:30:00Z,2024-12-16T08:00:00Z,
20.38,21.399,2024-12-16T08:00:00Z,2024-12-16T08:30:00Z,
21.0,22.05,2024-12-16T08:30:00Z,2024-12-16T09:00:00Z,
20.2,21.21,2024-12-16T09:00:00Z,2024-12-16T09:30:00Z,
19.93,20.9265,2024-12-16T09:30:00Z,2024-12-16T10:00:00Z,
17.9,18.795,2024-12-16T10:00:00Z,2024-12-16T10:30:00Z,
17.9,18.795,2024-12-16T10:30:00Z,2024-12-16T11:00:00Z,
17.87,18.7635,2024-12-16T11:00:00Z,2024-12-16T11:30:00Z,
16.65,17.4825,2024-12-16T11:30:00Z,2024-12-16T12:00:00Z,
16.4,17.22,2024-12-16T12:00:00Z,2024-12-16T12:30:00Z,
16.48,17.304,2024-12-16T12:30:00Z,2024-12-16T13:00:00Z,
16.19,16.9995,2024-12-16T13:00:00Z,2024-12-16T13:30:00Z,
15.74,16.527,2024-12-16T13:30:00Z,2024-12-16T14:00:00Z,
18.08,18.984,2024-12-16T14:00:00Z,2024-12-16T14:30:00Z,
16.8,17.64,2024-12-16T14:30:00Z,2024-12-16T15:00:00Z,
15.12,15.876,2024-12-16T15:00:00Z,2024-12-16T15:30:00Z,
18.48,19.404,2024-12-16T15:30:00Z,2024-12-16T16:00:00Z,
31.73,33.3165,2024-12-16T16:00:00Z,2024-12-16T16:30:00Z,
36.52,38.346,2024-12-16T16:30:00Z,2024-12-16T17:00:00Z,
35.45,37.2225,2024-12-16T17:00:00Z,2024-12-16T17:30:00Z,
35.17,36.9285,2024-12-16T17:30:00Z,2024-12-16T18:00:00Z,
34.84,36.582,2024-12-16T18:00:00Z,2024-12-16T18:30:00Z,
33.68,35.364,2024-12-16T18:30:00Z,2024-12-16T19:00:00Z,
20.37,21.3885,2024-12-16T19:00:00Z,2024-12-16T19:30:00Z,
16.38,17.199,2024-12-16T19:30:00Z,2024-12-16T20:00:00Z,
20.16,21.168,2024-12-16T20:00:00Z,2024-12-16T20:30:00Z,
19.32,20.286,2024-12-16T20:30:00Z,2024-12-16T21:00:00Z,
22.89,24.0345,2024-12-16T21:00:00Z,2024-12-16T21:30:00Z,
17.18,18.039,2024-12-16T21:30:00Z,2024-12-16T22:00:00Z,
17.22,18.081,2024-12-16T22:00:00Z,2024-12-16T22:30:00Z,
15.12,15.876,2024-12-16T22:30:00Z,2024-12-16T23:00:00Z,
11.44,12.012,2024-12-16T23:00:00Z,2024-12-16T23:30:00Z,
11.99,12.5895,2024-12-16T23:30:00Z,2024-12-17T00:00:00Z,
9.24,9.702,2024-12-17T00:00:00Z,2024-12-17T00:30:00Z,
14.0,14.7,2024-12-17T00:30:00Z,2024-12-17T01:00:00Z,
13.33,13.9965,2024-12-17T01:00:00Z,2024-12-17T01:30:00Z,
10.65,11.1825,2024-12-17T01:30:00Z,2024-12-17T02:00:00Z,
13.02,13.671,2024-12-17T02:00:00Z,2024-12-17T02:30:00Z,
13.02,13.671,2024-12-17T02:30:00Z,2024-12-17T03:00:00Z,
13.17,13.8285,2024-12-17T03:00:00Z,2024-12-17T03:30:00Z,
12.81,13.4505,2024-12-17T03:30:00Z,2024-12-17T04:00:00Z,
13.65,14.3325,2024-12-17T04:00:00Z,2024-12-17T04:30:00Z,
10.92,11.466,2024-12-17T04:30:00Z,2024-12-17T05:00:00Z,
17.01,17.8605,2024-12-17T05:00:00Z,2024-12-17T05:30:00Z,
15.91,16.7055,2024-12-17T05:30:00Z,2024-12-17T06:00:00Z,
19.61,20.5905,2024-12-17T06:00:00Z,2024-12-17T06:30:00Z,
18.69,19.6245,2024-12-17T06:30:00Z,2024-12-17T07:00:00Z,
17.74,18.627,2024-12-17T07:00:00Z,2024-12-17T07:30:00Z,
22.37,23.4885,2024-12-17T07:30:00Z,2024-12-17T08:00:00Z,
19.97,20.9685,2024-12-17T08:00:00Z,2024-12-17T08:30:00Z,
20.75,21.7875,2024-12-17T08:30:00Z,2024-12-17T09:00:00Z,
20.37,21.3885,2024-12-17T09:00:00Z,2024-12-17T09:30:00Z,
19.53,20.5065,2024-12-17T09:30:00Z,2024-12-17T10:00:00Z,
19.53,20.5065,2024-12-17T10:00:00Z,2024-12-17T10:30:00Z,
18.27,19.1835,2024-12-17T10:30:00Z,2024-12-17T11:00:00Z,
19.53,20.5065,2024-12-17T11:00:00Z,2024-12-17T11:30:00Z,
18.06,18.963,2024-12-17T11:30:00Z,2024-12-17T12:00:00Z,
18.9,19.845,2024-12-17T12:00:00Z,2024-12-17T12:30:00Z,
18.19,19.0995,2024-12-17T12:30:00Z,2024-12-17T13:00:00Z,
19.53,20.5065,2024-12-17T13:00:00Z,2024-12-17T13:30:00Z,
18.04,18.942,2024-12-17T13:30:00Z,2024-12-17T14:00:00Z,
18.9,19.845,2024-12-17T14:00:00Z,2024-12-17T14:30:00Z,
18.51,19.4355,2024-12-17T14:30:00Z,2024-12-17T15:00:00Z,
17.96,18.858,2024-12-17T15:00:00Z,2024-12-17T15:30:00Z,
19.61,20.5905,2024-12-17T15:30:00Z,2024-12-17T16:00:00Z,
31.58,33.159,2024-12-17T16:00:00Z,2024-12-17T16:30:00Z,
34.21,35.9205,2024-12-17T16:30:00Z,2024-12-17T17:00:00Z,
32.8,34.44,2024-12-17T17:00:00Z,2024-12-17T17:30:00Z,
32.8,34.44,2024-12-17T17:30:00Z,2024-12-17T18:00:00Z,
30.32,31.836,2024-12-17T18:00:00Z,2024-12-17T18:30:00Z,
30.21,31.7205,2024-12-17T18:30:00Z,2024-12-17T19:00:00Z,
16.8,17.64,2024-12-17T19:00:00Z,2024-12-17T19:30:00Z,
17.85,18.7425,2024-12-17T19:30:00Z,2024-12-17T20:00:00Z,
17.43,18.3015,2024-12-17T20:00:00Z,2024-12-17T20:30:00Z,
16.8,17.64,2024-12-17T20:30:00Z,2024-12-17T21:00:00Z,
16.8,17.64,2024-12-17T21:00:00Z,2024-12-17T21:30:00Z,
12.64,13.272,2024-12-17T21:30:00Z,2024-12-17T22:00:00Z,
14.34,15.057,2024-12-17T22:00:00Z,2024-12-17T22:30:00Z,
10.71,11.2455,2024-12-17T22:30:00Z,2024-12-17T23:00:00Z,
8.61,9.0405,2024-12-17T23:00:00Z,2024-12-17T23:30:00Z,
5.65,5.9325,2024-12-17T23:30:00Z,2024-12-18T00:00:00Z,
5.21,5.4705,2024-12-18T00:00:00Z,2024-12-18T00:30:00Z,
9.33,9.7965,2024-12-18T00:30:00Z,2024-12-18T01:00:00Z,
4.16,4.368,2024-12-18T01:00:00Z,2024-12-18T01:30:00Z,
1.56,1.638,2024-12-18T01:30:00Z,2024-12-18T02:00:00Z,
3.36,3.528,2024-12-18T02:00:00Z,2024-12-18T02:30:00Z,
2.1,2.205,2024-12-18T02:30:00Z,2024-12-18T03:00:00Z,
1.39,1.4595,2024-12-18T03:00:00Z,2024-12-18T03:30:00Z,
1.36,1.428,2024-12-18T03:30:00Z,2024-12-18T04:00:00Z,
1.69,1.7745,2024-12-18T04:00:00Z,2024-12-18T04:30:00Z,
0.87,0.9135,2024-12-18T04:30:00Z,2024-12-18T05:00:00Z,
2.0,2.1,2024-12-18T05:00:00Z,2024-12-18T05:30:00Z,
4.37,4.5885,2024-12-18T05:30:00Z,2024-12-18T06:00:00Z,
6.72,7.056,2024-12-18T06:00:00Z,2024-12-18T06:30:00Z,
14.45,15.1725,2024-12-18T06:30:00Z,2024-12-18T07:00:00Z,
11.02,11.571,2024-12-18T07:00:00Z,2024-12-18T07:30:00Z,
17.34,18.207,2024-12-18T07:30:00Z,2024-12-18T08:00:00Z,
12.77,13.4085,2024-12-18T08:00:00Z,2024-12-18T08:30:00Z,
14.5,15.225,2024-12-18T08:30:00Z,2024-12-18T09:00:00Z,
14.26,14.973,2024-12-18T09:00:00Z,2024-12-18T09:30:00Z,
14.5,15.225,2024-12-18T09:30:00Z,2024-12-18T10:00:00Z,
14.8,15.54,2024-12-18T10:00:00Z,2024-12-18T10:30:00Z,
14.11,14.8155,2024-12-18T10:30:00Z,2024-12-18T11:00:00Z,
13.94,14.637,2024-12-18T11:00:00Z,2024-12-18T11:30:00Z,
13.02,13.671,2024-12-18T11:30:00Z,2024-12-18T12:00:00Z,
14.07,14.7735,2024-12-18T12:00:00Z,2024-12-18T12:30:00Z,
15.29,16.0545,2024-12-18T12:30:00Z,2024-12-18T13:00:00Z,
16.46,17.283,2024-12-18T13:00:00Z,2024-12-18T13:30:00Z,
17.6,18.48,2024-12-18T13:30:00Z,2024-12-18T14:00:00Z,
18.9,19.845,2024-12-18T14:00:00Z,2024-12-18T14:30:00Z,
19.0,19.95,2024-12-18T14:30:00Z,2024-12-18T15:00:00Z,
17.71,18.5955,2024-12-18T15:00:00Z,2024-12-18T15:30:00Z,
17.81,18.7005,2024-12-18T15:30:00Z,2024-12-18T16:00:00Z,
30.6,32.13,2024-12-18T16:00:00Z,2024-12-18T16:30:00Z,
34.21,35.9205,2024-12-18T16:30:00Z,2024-12-18T17:00:00Z,
34.82,36.561,2024-12-18T17:00:00Z,2024-12-18T17:30:00Z,
35.05,36.8025,2024-12-18T17:30:00Z,2024-12-18T18:00:00Z,
35.05,36.8025,2024-12-18T18:00:00Z,2024-12-18T18:30:00Z,
35.05,36.8025,2024-12-18T18:30:00Z,2024-12-18T19:00:00Z,
23.16,24.318,2024-12-18T19:00:00Z,2024-12-18T19:30:00Z,
21.46,22.533,2024-12-18T19:30:00Z,2024-12-18T20:00:00Z,
19.84,20.832,2024-12-18T20:00:00Z,2024-12-18T20:30:00Z,
18.25,19.1625,2024-12-18T20:30:00Z,2024-12-18T21:00:00Z,
18.92,19.866,2024-12-18T21:00:00Z,2024-12-18T21:30:00Z,
17.47,18.3435,2024-12-18T21:30:00Z,2024-12-18T22:00:00Z,
17.83,18.7215,2024-12-18T22:00:00Z,2024-12-18T22:30:00Z,
15.46,16.233,2024-12-18T22:30:00Z,2024-12-18T23:00:00Z,
5.75,6.0375,2024-12-18T23:00:00Z,2024-12-18T23:30:00Z,
5.33,5.5965,2024-12-18T23:30:00Z,2024-12-19T00:00:00Z,
2.52,2.646,2024-12-19T00:00:00Z,2024-12-19T00:30:00Z,
3.21,3.3705,2024-12-19T00:30:00Z,2024-12-19T01:00:00Z,
3.15,3.3075,2024-12-19T01:00:00Z,2024-12-19T01:30:00Z,
1.26,1.323,2024-12-19T01:30:00Z,2024-12-19T02:00:00Z,
2.02,2.121,2024-12-19T02:00:00Z,2024-12-19T02:30:00Z,
