from,to,intensity_forecast,intensity_actual,intensity_index
2024-09-10T18:00Z,2024-09-10T18:30Z,79,78,low
2024-09-10T18:30Z,2024-09-10T19:00Z,78,74,low
2024-09-10T19:00Z,2024-09-10T19:30Z,75,57,low
2024-09-10T19:30Z,2024-09-10T20:00Z,74,52,low
2024-09-10T20:00Z,2024-09-10T20:30Z,59,49,low
2024-09-10T20:30Z,2024-09-10T21:00Z,53,54,low
2024-09-10T21:00Z,2024-09-10T21:30Z,48,52,low
2024-09-10T21:30Z,2024-09-10T22:00Z,54,51,low
2024-09-10T22:00Z,2024-09-10T22:30Z,54,44,low
2024-09-10T22:30Z,2024-09-10T23:00Z,51,48,low
2024-09-10T23:00Z,2024-09-10T23:30Z,52,50,low
2024-09-10T23:30Z,2024-09-11T00:00Z,54,49,low
2024-09-11T00:00Z,2024-09-11T00:30Z,50,45,low
2024-09-11T00:30Z,2024-09-11T01:00Z,50,44,low
2024-09-11T01:00Z,2024-09-11T01:30Z,45,43,low
2024-09-11T01:30Z,2024-09-11T02:00Z,45,46,low
2024-09-11T02:00Z,2024-09-11T02:30Z,45,45,low
2024-09-11T02:30Z,2024-09-11T03:00Z,48,45,low
2024-09-11T03:00Z,2024-09-11T03:30Z,48,46,low
2024-09-11T03:30Z,2024-09-11T04:00Z,46,46,low
2024-09-11T04:00Z,2024-09-11T04:30Z,48,49,low
2024-09-11T04:30Z,2024-09-11T05:00Z,48,55,low
2024-09-11T05:00Z,2024-09-11T05:30Z,50,64,low
2024-09-11T05:30Z,2024-09-11T06:00Z,57,62,low
2024-09-11T06:00Z,2024-09-11T06:30Z,55,69,low
2024-09-11T06:30Z,2024-09-11T07:00Z,60,64,low
2024-09-11T07:00Z,2024-09-11T07:30Z,57,55,low
2024-09-11T07:30Z,2024-09-11T08:00Z,58,57,low
2024-09-11T08:00Z,2024-09-11T08:30Z,56,51,low
2024-09-11T08:30Z,2024-09-11T09:00Z,49,57,low
2024-09-11T09:00Z,2024-09-11T09:30Z,48,54,low
2024-09-11T09:30Z,2024-09-11T10:00Z,50,52,low
2024-09-11T10:00Z,2024-09-11T10:30Z,49,51,low
2024-09-11T10:30Z,2024-09-11T11:00Z,45,45,low
2024-09-11T11:00Z,2024-09-11T11:30Z,44,46,low
2024-09-11T11:30Z,2024-09-11T12:00Z,39,48,low
2024-09-11T12:00Z,2024-09-11T12:30Z,39,48,low
2024-09-11T12:30Z,2024-09-11T13:00Z,40,40,low
2024-09-11T13:00Z,2024-09-11T13:30Z,41,40,low
2024-09-11T13:30Z,2024-09-11T14:00Z,43,46,low
2024-09-11T14:00Z,2024-09-11T14:30Z,45,53,low
2024-09-11T14:30Z,2024-09-11T15:00Z,41,60,low
2024-09-11T15:00Z,2024-09-11T15:30Z,44,71,low
2024-09-11T15:30Z,2024-09-11T16:00Z,57,85,low
2024-09-11T16:00Z,2024-09-11T16:30Z,59,103,low
2024-09-11T16:30Z,2024-09-11T17:00Z,88,114,moderate
2024-09-11T17:00Z,2024-09-11T17:30Z,99,122,moderate
2024-09-11T17:30Z,2024-09-11T18:00Z,123,120,moderate
2024-09-11T18:00Z,2024-09-11T18:30Z,122,127,moderate
2024-09-11T18:30Z,2024-09-11T19:00Z,120,131,moderate
2024-09-11T19:00Z,2024-09-11T19:30Z,122,132,moderate
2024-09-11T19:30Z,2024-09-11T20:00Z,136,132,moderate
2024-09-11T20:00Z,2024-09-11T20:30Z,132,121,moderate
2024-09-11T20:30Z,2024-09-11T21:00Z,137,103,low
2024-09-11T21:00Z,2024-09-11T21:30Z,138,88,low
2024-09-11T21:30Z,2024-09-11T22:00Z,109,71,low
2024-09-11T22:00Z,2024-09-11T22:30Z,108,60,low
2024-09-11T22:30Z,2024-09-11T23:00Z,72,66,low
2024-09-11T23:00Z,2024-09-11T23:30Z,75,68,low
2024-09-11T23:30Z,2024-09-12T00:00Z,74,64,low
2024-09-12T00:00Z,2024-09-12T00:30Z,79,64,low
2024-09-12T00:30Z,2024-09-12T01:00Z,65,67,low
2024-09-12T01:00Z,2024-09-12T01:30Z,66,65,low
2024-09-12T01:30Z,2024-09-12T02:00Z,70,65,low
2024-09-12T02:00Z,2024-09-12T02:30Z,73,67,low
2024-09-12T02:30Z,2024-09-12T03:00Z,69,74,low
2024-09-12T03:00Z,2024-09-12T03:30Z,70,74,low
2024-09-12T03:30Z,2024-09-12T04:00Z,76,90,low
2024-09-12T04:00Z,2024-09-12T04:30Z,78,108,low
2024-09-12T04:30Z,2024-09-12T05:00Z,95,123,moderate
2024-09-12T05:00Z,2024-09-12T05:30Z,96,128,moderate
2024-09-12T05:30Z,2024-09-12T06:00Z,125,132,moderate
2024-09-12T06:00Z,2024-09-12T06:30Z,125,131,moderate
2024-09-12T06:30Z,2024-09-12T07:00Z,126,123,moderate
2024-09-12T07:00Z,2024-09-12T07:30Z,121,122,moderate
2024-09-12T07:30Z,2024-09-12T08:00Z,116,117,moderate
2024-09-12T08:00Z,2024-09-12T08:30Z,113,108,low
2024-09-12T08:30Z,2024-09-12T09:00Z,112,98,low
2024-09-12T09:00Z,2024-09-12T09:30Z,110,93,low
2024-09-12T09:30Z,2024-09-12T10:00Z,98,89,low
2024-09-12T10:00Z,2024-09-12T10:30Z,93,87,low
2024-09-12T10:30Z,2024-09-12T11:00Z,91,89,low
2024-09-12T11:00Z,2024-09-12T11:30Z,87,91,low
2024-09-12T11:30Z,2024-09-12T12:00Z,87,92,low
2024-09-12T12:00Z,2024-09-12T12:30Z,94,90,low
2024-09-12T12:30Z,2024-09-12T13:00Z,84,90,low
2024-09-12T13:00Z,2024-09-12T13:30Z,84,91,low
2024-09-12T13:30Z,2024-09-12T14:00Z,87,98,low
2024-09-12T14:00Z,2024-09-12T14:30Z,95,104,low
2024-09-12T14:30Z,2024-09-12T15:00Z,97,109,low
2024-09-12T15:00Z,2024-09-12T15:30Z,102,123,moderate
2024-09-12T15:30Z,2024-09-12T16:00Z,110,142,moderate
2024-09-12T16:00Z,2024-09-12T16:30Z,131,153,moderate
2024-09-12T16:30Z,2024-09-12T17:00Z,154,162,moderate
2024-09-12T17:00Z,2024-09-12T17:30Z,177,172,moderate
2024-09-12T17:30Z,2024-09-12T18:00Z,175,178,moderate
2024-09-12T18:00Z,2024-09-12T18:30Z,194,177,moderate
2024-09-12T18:30Z,2024-09-12T19:00Z,171,168,moderate
2024-09-12T19:00Z,2024-09-12T19:30Z,166,164,moderate
2024-09-12T19:30Z,2024-09-12T20:00Z,168,165,moderate
2024-09-12T20:00Z,2024-09-12T20:30Z,162,158,moderate
2024-09-12T20:30Z,2024-09-12T21:00Z,161,142,moderate
2024-09-12T21:00Z,2024-09-12T21:30Z,156,134,moderate
2024-09-12T21:30Z,2024-09-12T22:00Z,160,108,low
2024-09-12T22:00Z,2024-09-12T22:30Z,138,102,low
2024-09-12T22:30Z,2024-09-12T23:00Z,129,98,low
2024-09-12T23:00Z,2024-09-12T23:30Z,121,98,low
2024-09-12T23:30Z,2024-09-13T00:00Z,121,93,low
2024-09-13T00:00Z,2024-09-13T00:30Z,99,92,low
2024-09-13T00:30Z,2024-09-13T01:00Z,97,92,low
2024-09-13T01:00Z,2024-09-13T01:30Z,96,95,low
2024-09-13T01:30Z,2024-09-13T02:00Z,91,95,low
2024-09-13T02:00Z,2024-09-13T02:30Z,100,96,low
2024-09-13T02:30Z,2024-09-13T03:00Z,99,98,low
2024-09-13T03:00Z,2024-09-13T03:30Z,103,101,low
2024-09-13T03:30Z,2024-09-13T04:00Z,104,124,moderate
2024-09-13T04:00Z,2024-09-13T04:30Z,108,139,moderate
2024-09-13T04:30Z,2024-09-13T05:00Z,125,156,moderate
2024-09-13T05:00Z,2024-09-13T05:30Z,135,158,moderate
2024-09-13T05:30Z,2024-09-13T06:00Z,152,163,moderate
2024-09-13T06:00Z,2024-09-13T06:30Z,155,166,moderate
2024-09-13T06:30Z,2024-09-13T07:00Z,170,162,moderate
2024-09-13T07:00Z,2024-09-13T07:30Z,179,152,moderate
2024-09-13T07:30Z,2024-09-13T08:00Z,164,148,moderate
2024-09-13T08:00Z,2024-09-13T08:30Z,151,140,moderate
2024-09-13T08:30Z,2024-09-13T09:00Z,150,129,moderate
2024-09-13T09:00Z,2024-09-13T09:30Z,142,121,moderate
2024-09-13T09:30Z,2024-09-13T10:00Z,133,116,moderate
2024-09-13T10:00Z,2024-09-13T10:30Z,127,115,moderate
2024-09-13T10:30Z,2024-09-13T11:00Z,123,113,moderate
2024-09-13T11:00Z,2024-09-13T11:30Z,128,113,moderate
2024-09-13T11:30Z,2024-09-13T12:00Z,124,113,moderate
2024-09-13T12:00Z,2024-09-13T12:30Z,126,113,moderate
2024-09-13T12:30Z,2024-09-13T13:00Z,125,116,moderate
2024-09-13T13:00Z,2024-09-13T13:30Z,126,113,moderate
2024-09-13T13:30Z,2024-09-13T14:00Z,128,114,moderate
2024-09-13T14:00Z,2024-09-13T14:30Z,126,120,moderate
2024-09-13T14:30Z,2024-09-13T15:00Z,127,133,moderate
2024-09-13T15:00Z,2024-09-13T15:30Z,136,150,moderate
2024-09-13T15:30Z,2024-09-13T16:00Z,147,161,moderate
2024-09-13T16:00Z,2024-09-13T16:30Z,168,170,moderate
2024-09-13T16:30Z,2024-09-13T17:00Z,176,181,moderate
2024-09-13T17:00Z,2024-09-13T17:30Z,179,182,moderate
2024-09-13T17:30Z,2024-09-13T18:00Z,184,181,moderate
2024-09-13T18:00Z,2024-09-13T18:30Z,182,177,moderate
2024-09-13T18:30Z,2024-09-13T19:00Z,179,171,moderate
2024-09-13T19:00Z,2024-09-13T19:30Z,177,162,moderate
2024-09-13T19:30Z,2024-09-13T20:00Z,174,153,moderate
2024-09-13T20:00Z,2024-09-13T20:30Z,162,143,moderate
2024-09-13T20:30Z,2024-09-13T21:00Z,151,134,moderate
2024-09-13T21:00Z,2024-09-13T21:30Z,141,130,moderate
2024-09-13T21:30Z,2024-09-13T22:00Z,127,113,moderate
2024-09-13T22:00Z,2024-09-13T22:30Z,121,108,low
2024-09-13T22:30Z,2024-09-13T23:00Z,112,97,low
2024-09-13T23:00Z,2024-09-13T23:30Z,107,86,low
2024-09-13T23:30Z,2024-09-14T00:00Z,103,85,low
2024-09-14T00:00Z,2024-09-14T00:30Z,85,86,low
2024-09-14T00:30Z,2024-09-14T01:00Z,88,89,low
2024-09-14T01:00Z,2024-09-14T01:30Z,89,84,low
2024-09-14T01:30Z,2024-09-14T02:00Z,91,80,low
2024-09-14T02:00Z,2024-09-14T02:30Z,88,80,low
2024-09-14T02:30Z,2024-09-14T03:00Z,80,83,low
2024-09-14T03:00Z,2024-09-14T03:30Z,81,81,low
2024-09-14T03:30Z,2024-09-14T04:00Z,87,73,low
2024-09-14T04:00Z,2024-09-14T04:30Z,84,70,low
2024-09-14T04:30Z,2024-09-14T05:00Z,78,74,low
2024-09-14T05:00Z,2024-09-14T05:30Z,71,84,low
2024-09-14T05:30Z,2024-09-14T06:00Z,75,90,low
2024-09-14T06:00Z,2024-09-14T06:30Z,79,89,low
2024-09-14T06:30Z,2024-09-14T07:00Z,84,86,low
2024-09-14T07:00Z,2024-09-14T07:30Z,82,79,low
2024-09-14T07:30Z,2024-09-14T08:00Z,76,64,low
2024-09-14T08:00Z,2024-09-14T08:30Z,62,48,low
2024-09-14T08:30Z,2024-09-14T09:00Z,63,45,low
2024-09-14T09:00Z,2024-09-14T09:30Z,45,41,low
2024-09-14T09:30Z,2024-09-14T10:00Z,43,38,low
2024-09-14T10:00Z,2024-09-14T10:30Z,44,39,low
2024-09-14T10:30Z,2024-09-14T11:00Z,38,40,low
2024-09-14T11:00Z,2024-09-14T11:30Z,37,38,low
2024-09-14T11:30Z,2024-09-14T12:00Z,38,46,low
2024-09-14T12:00Z,2024-09-14T12:30Z,35,43,low
2024-09-14T12:30Z,2024-09-14T13:00Z,48,36,low
2024-09-14T13:00Z,2024-09-14T13:30Z,45,36,low
2024-09-14T13:30Z,2024-09-14T14:00Z,39,40,low
2024-09-14T14:00Z,2024-09-14T14:30Z,40,52,low
2024-09-14T14:30Z,2024-09-14T15:00Z,42,57,low
2024-09-14T15:00Z,2024-09-14T15:30Z,55,68,low
2024-09-14T15:30Z,2024-09-14T16:00Z,59,75,low
2024-09-14T16:00Z,2024-09-14T16:30Z,69,89,low
2024-09-14T16:30Z,2024-09-14T17:00Z,79,92,low
2024-09-14T17:00Z,2024-09-14T17:30Z,93,106,low
2024-09-14T17:30Z,2024-09-14T18:00Z,93,109,low
2024-09-14T18:00Z,2024-09-14T18:30Z,106,112,moderate
2024-09-14T18:30Z,2024-09-14T19:00Z,107,104,low
2024-09-14T19:00Z,2024-09-14T19:30Z,107,100,low
2024-09-14T19:30Z,2024-09-14T20:00Z,104,101,low
2024-09-14T20:00Z,2024-09-14T20:30Z,104,98,low
2024-09-14T20:30Z,2024-09-14T21:00Z,101,100,low
2024-09-14T21:00Z,2024-09-14T21:30Z,99,93,low
2024-09-14T21:30Z,2024-09-14T22:00Z,104,95,low
2024-09-14T22:00Z,2024-09-14T22:30Z,91,95,low
2024-09-14T22:30Z,2024-09-14T23:00Z,85,91,low
2024-09-14T23:00Z,2024-09-14T23:30Z,85,89,low
2024-09-14T23:30Z,2024-09-15T00:00Z,85,89,low
2024-09-15T00:00Z,2024-09-15T00:30Z,87,84,low
2024-09-15T00:30Z,2024-09-15T01:00Z,97,79,low
2024-09-15T01:00Z,2024-09-15T01:30Z,89,75,low
2024-09-15T01:30Z,2024-09-15T02:00Z,80,68,low
2024-09-15T02:00Z,2024-09-15T02:30Z,85,67,low
2024-09-15T02:30Z,2024-09-15T03:00Z,75,66,low
2024-09-15T03:00Z,2024-09-15T03:30Z,70,62,low
2024-09-15T03:30Z,2024-09-15T04:00Z,71,59,low
2024-09-15T04:00Z,2024-09-15T04:30Z,67,59,low
2024-09-15T04:30Z,2024-09-15T05:00Z,64,63,low
2024-09-15T05:00Z,2024-09-15T05:30Z,63,66,low
2024-09-15T05:30Z,2024-09-15T06:00Z,67,67,low
2024-09-15T06:00Z,2024-09-15T06:30Z,67,71,low
2024-09-15T06:30Z,2024-09-15T07:00Z,69,79,low
2024-09-15T07:00Z,2024-09-15T07:30Z,67,77,low
2024-09-15T07:30Z,2024-09-15T08:00Z,72,80,low
2024-09-15T08:00Z,2024-09-15T08:30Z,69,70,low
2024-09-15T08:30Z,2024-09-15T09:00Z,78,70,low
2024-09-15T09:00Z,2024-09-15T09:30Z,63,66,low
2024-09-15T09:30Z,2024-09-15T10:00Z,65,69,low
2024-09-15T10:00Z,2024-09-15T10:30Z,58,70,low
2024-09-15T10:30Z,2024-09-15T11:00Z,61,70,low
2024-09-15T11:00Z,2024-09-15T11:30Z,63,74,low
2024-09-15T11:30Z,2024-09-15T12:00Z,64,76,low
2024-09-15T12:00Z,2024-09-15T12:30Z,68,80,low
2024-09-15T12:30Z,2024-09-15T13:00Z,70,86,low
2024-09-15T13:00Z,2024-09-15T13:30Z,76,88,low
2024-09-15T13:30Z,2024-09-15T14:00Z,81,100,low
2024-09-15T14:00Z,2024-09-15T14:30Z,83,106,low
2024-09-15T14:30Z,2024-09-15T15:00Z,96,119,moderate
2024-09-15T15:00Z,2024-09-15T15:30Z,111,132,moderate
2024-09-15T15:30Z,2024-09-15T16:00Z,121,140,moderate
2024-09-15T16:00Z,2024-09-15T16:30Z,157,141,moderate
2024-09-15T16:30Z,2024-09-15T17:00Z,159,137,moderate
2024-09-15T17:00Z,2024-09-15T17:30Z,147,147,moderate
2024-09-15T17:30Z,2024-09-15T18:00Z,166,155,moderate
2024-09-15T18:00Z,2024-09-15T18:30Z,151,159,moderate
2024-09-15T18:30Z,2024-09-15T19:00Z,159,157,moderate
2024-09-15T19:00Z,2024-09-15T19:30Z,149,157,moderate
2024-09-15T19:30Z,2024-09-15T20:00Z,154,153,moderate
2024-09-15T20:00Z,2024-09-15T20:30Z,148,143,moderate
2024-09-15T20:30Z,2024-09-15T21:00Z,142,124,moderate
2024-09-15T21:00Z,2024-09-15T21:30Z,132,119,moderate
2024-09-15T21:30Z,2024-09-15T22:00Z,131,108,low
2024-09-15T22:00Z,2024-09-15T22:30Z,130,107,low
2024-09-15T22:30Z,2024-09-15T23:00Z,132,110,moderate
2024-09-15T23:00Z,2024-09-15T23:30Z,129,117,moderate
2024-09-15T23:30Z,2024-09-16T00:00Z,140,116,moderate
2024-09-16T00:00Z,2024-09-16T00:30Z,143,119,moderate
2024-09-16T00:30Z,2024-09-16T01:00Z,144,118,moderate
2024-09-16T01:00Z,2024-09-16T01:30Z,146,115,moderate
2024-09-16T01:30Z,2024-09-16T02:00Z,145,115,moderate
2024-09-16T02:00Z,2024-09-16T02:30Z,149,112,moderate
2024-09-16T02:30Z,2024-09-16T03:00Z,150,117,moderate
2024-09-16T03:00Z,2024-09-16T03:30Z,151,125,moderate
2024-09-16T03:30Z,2024-09-16T04:00Z,155,148,moderate
2024-09-16T04:00Z,2024-09-16T04:30Z,155,163,moderate
2024-09-16T04:30Z,2024-09-16T05:00Z,163,186,moderate
2024-09-16T05:00Z,2024-09-16T05:30Z,178,195,high
2024-09-16T05:30Z,2024-09-16T06:00Z,194,202,high
2024-09-16T06:00Z,2024-09-16T06:30Z,196,208,high
2024-09-16T06:30Z,2024-09-16T07:00Z,186,201,high
2024-09-16T07:00Z,2024-09-16T07:30Z,176,193,high
2024-09-16T07:30Z,2024-09-16T08:00Z,170,181,moderate
2024-09-16T08:00Z,2024-09-16T08:30Z,163,171,moderate
2024-09-16T08:30Z,2024-09-16T09:00Z,156,164,moderate
2024-09-16T09:00Z,2024-09-16T09:30Z,171,154,moderate
2024-09-16T09:30Z,2024-09-16T10:00Z,163,146,moderate
2024-09-16T10:00Z,2024-09-16T10:30Z,155,141,moderate
2024-09-16T10:30Z,2024-09-16T11:00Z,147,137,moderate
2024-09-16T11:00Z,2024-09-16T11:30Z,145,128,moderate
2024-09-16T11:30Z,2024-09-16T12:00Z,140,129,moderate
2024-09-16T12:00Z,2024-09-16T12:30Z,137,125,moderate
2024-09-16T12:30Z,2024-09-16T13:00Z,136,126,moderate
2024-09-16T13:00Z,2024-09-16T13:30Z,131,126,moderate
2024-09-16T13:30Z,2024-09-16T14:00Z,137,129,moderate
2024-09-16T14:00Z,2024-09-16T14:30Z,141,135,moderate
2024-09-16T14:30Z,2024-09-16T15:00Z,143,158,moderate
2024-09-16T15:00Z,2024-09-16T15:30Z,156,158,moderate
2024-09-16T15:30Z,2024-09-16T16:00Z,167,162,moderate
2024-09-16T16:00Z,2024-09-16T16:30Z,176,167,moderate
2024-09-16T16:30Z,2024-09-16T17:00Z,177,178,moderate
2024-09-16T17:00Z,2024-09-16T17:30Z,178,185,moderate
2024-09-16T17:30Z,2024-09-16T18:00Z,179,193,high
2024-09-16T18:00Z,2024-09-16T18:30Z,185,196,high
2024-09-16T18:30Z,2024-09-16T19:00Z,193,188,moderate
2024-09-16T19:00Z,2024-09-16T19:30Z,192,188,moderate
2024-09-16T19:30Z,2024-09-16T20:00Z,196,187,moderate
2024-09-16T20:00Z,2024-09-16T20:30Z,186,176,moderate
2024-09-16T20:30Z,2024-09-16T21:00Z,183,166,moderate
2024-09-16T21:00Z,2024-09-16T21:30Z,176,152,moderate
2024-09-16T21:30Z,2024-09-16T22:00Z,163,125,moderate
2024-09-16T22:00Z,2024-09-16T22:30Z,155,116,moderate
2024-09-16T22:30Z,2024-09-16T23:00Z,136,113,moderate
2024-09-16T23:00Z,2024-09-16T23:30Z,134,111,moderate
2024-09-16T23:30Z,2024-09-17T00:00Z,135,112,moderate
2024-09-17T00:00Z,2024-09-17T00:30Z,119,110,moderate
2024-09-17T00:30Z,2024-09-17T01:00Z,116,105,low
2024-09-17T01:00Z,2024-09-17T01:30Z,111,103,low
2024-09-17T01:30Z,2024-09-17T02:00Z,122,102,low
2024-09-17T02:00Z,2024-09-17T02:30Z,111,108,low
2024-09-17T02:30Z,2024-09-17T03:00Z,103,105,low
2024-09-17T03:00Z,2024-09-17T03:30Z,111,107,low
2024-09-17T03:30Z,2024-09-17T04:00Z,113,131,moderate
2024-09-17T04:00Z,2024-09-17T04:30Z,115,141,moderate
2024-09-17T04:30Z,2024-09-17T05:00Z,139,164,moderate
2024-09-17T05:00Z,2024-09-17T05:30Z,155,173,moderate
2024-09-17T05:30Z,2024-09-17T06:00Z,178,180,moderate
2024-09-17T06:00Z,2024-09-17T06:30Z,166,179,moderate
2024-09-17T06:30Z,2024-09-17T07:00Z,171,170,moderate
2024-09-17T07:00Z,2024-09-17T07:30Z,168,165,moderate
2024-09-17T07:30Z,2024-09-17T08:00Z,171,156,moderate
2024-09-17T08:00Z,2024-09-17T08:30Z,164,142,moderate
2024-09-17T08:30Z,2024-09-17T09:00Z,152,127,moderate
2024-09-17T09:00Z,2024-09-17T09:30Z,140,117,moderate
2024-09-17T09:30Z,2024-09-17T10:00Z,127,110,moderate
2024-09-17T10:00Z,2024-09-17T10:30Z,115,103,low
2024-09-17T10:30Z,2024-09-17T11:00Z,110,97,low
2024-09-17T11:00Z,2024-09-17T11:30Z,106,97,low
2024-09-17T11:30Z,2024-09-17T12:00Z,95,95,low
2024-09-17T12:00Z,2024-09-17T12:30Z,93,94,low
2024-09-17T12:30Z,2024-09-17T13:00Z,97,94,low
2024-09-17T13:00Z,2024-09-17T13:30Z,95,96,low
2024-09-17T13:30Z,2024-09-17T14:00Z,97,104,low
2024-09-17T14:00Z,2024-09-17T14:30Z,104,115,moderate
2024-09-17T14:30Z,2024-09-17T15:00Z,114,131,moderate
2024-09-17T15:00Z,2024-09-17T15:30Z,138,154,moderate
2024-09-17T15:30Z,2024-09-17T16:00Z,158,169,moderate
2024-09-17T16:00Z,2024-09-17T16:30Z,165,173,moderate
2024-09-17T16:30Z,2024-09-17T17:00Z,186,179,moderate
2024-09-17T17:00Z,2024-09-17T17:30Z,181,188,moderate
2024-09-17T17:30Z,2024-09-17T18:00Z,187,194,high
2024-09-17T18:00Z,2024-09-17T18:30Z,190,193,high
2024-09-17T18:30Z,2024-09-17T19:00Z,194,194,high
2024-09-17T19:00Z,2024-09-17T19:30Z,193,190,high
2024-09-17T19:30Z,2024-09-17T20:00Z,188,180,moderate
2024-09-17T20:00Z,2024-09-17T20:30Z,189,167,moderate
2024-09-17T20:30Z,2024-09-17T21:00Z,168,151,moderate
2024-09-17T21:00Z,2024-09-17T21:30Z,163,128,moderate
2024-09-17T21:30Z,2024-09-17T22:00Z,133,110,moderate
2024-09-17T22:00Z,2024-09-17T22:30Z,127,100,low
2024-09-17T22:30Z,2024-09-17T23:00Z,114,99,low
2024-09-17T23:00Z,2024-09-17T23:30Z,109,98,low
2024-09-17T23:30Z,2024-09-18T00:00Z,103,99,low
2024-09-18T00:00Z,2024-09-18T00:30Z,103,105,low
2024-09-18T00:30Z,2024-09-18T01:00Z,100,103,low
2024-09-18T01:00Z,2024-09-18T01:30Z,105,101,low
2024-09-18T01:30Z,2024-09-18T02:00Z,108,96,low
2024-09-18T02:00Z,2024-09-18T02:30Z,104,93,low
2024-09-18T02:30Z,2024-09-18T03:00Z,95,87,low
2024-09-18T03:00Z,2024-09-18T03:30Z,96,93,low
2024-09-18T03:30Z,2024-09-18T04:00Z,91,121,moderate
2024-09-18T04:00Z,2024-09-18T04:30Z,96,138,moderate
2024-09-18T04:30Z,2024-09-18T05:00Z,126,163,moderate
2024-09-18T05:00Z,2024-09-18T05:30Z,138,166,moderate
2024-09-18T05:30Z,2024-09-18T06:00Z,178,164,moderate
2024-09-18T06:00Z,2024-09-18T06:30Z,164,169,moderate
2024-09-18T06:30Z,2024-09-18T07:00Z,154,167,moderate
2024-09-18T07:00Z,2024-09-18T07:30Z,159,166,moderate
2024-09-18T07:30Z,2024-09-18T08:00Z,156,161,moderate
2024-09-18T08:00Z,2024-09-18T08:30Z,152,155,moderate
2024-09-18T08:30Z,2024-09-18T09:00Z,144,144,moderate
2024-09-18T09:00Z,2024-09-18T09:30Z,144,136,moderate
2024-09-18T09:30Z,2024-09-18T10:00Z,152,128,moderate
2024-09-18T10:00Z,2024-09-18T10:30Z,136,114,moderate
2024-09-18T10:30Z,2024-09-18T11:00Z,125,108,low
2024-09-18T11:00Z,2024-09-18T11:30Z,112,103,low
2024-09-18T11:30Z,2024-09-18T12:00Z,105,99,low
2024-09-18T12:00Z,2024-09-18T12:30Z,95,94,low
2024-09-18T12:30Z,2024-09-18T13:00Z,94,89,low
2024-09-18T13:00Z,2024-09-18T13:30Z,89,91,low
2024-09-18T13:30Z,2024-09-18T14:00Z,85,94,low
2024-09-18T14:00Z,2024-09-18T14:30Z,87,99,low
2024-09-18T14:30Z,2024-09-18T15:00Z,92,115,moderate
2024-09-18T15:00Z,2024-09-18T15:30Z,107,129,moderate
2024-09-18T15:30Z,2024-09-18T16:00Z,124,142,moderate
2024-09-18T16:00Z,2024-09-18T16:30Z,134,157,moderate
2024-09-18T16:30Z,2024-09-18T17:00Z,158,167,moderate
2024-09-18T17:00Z,2024-09-18T17:30Z,158,175,moderate
2024-09-18T17:30Z,2024-09-18T18:00Z,165,178,moderate
2024-09-18T18:00Z,2024-09-18T18:30Z,180,176,moderate
2024-09-18T18:30Z,2024-09-18T19:00Z,169,175,moderate
2024-09-18T19:00Z,2024-09-18T19:30Z,164,171,moderate
2024-09-18T19:30Z,2024-09-18T20:00Z,147,163,moderate
2024-09-18T20:00Z,2024-09-18T20:30Z,163,147,moderate
2024-09-18T20:30Z,2024-09-18T21:00Z,137,131,moderate
2024-09-18T21:00Z,2024-09-18T21:30Z,153,115,moderate
2024-09-18T21:30Z,2024-09-18T22:00Z,140,105,low
2024-09-18T22:00Z,2024-09-18T22:30Z,118,103,low
2024-09-18T22:30Z,2024-09-18T23:00Z,107,98,low
2024-09-18T23:00Z,2024-09-18T23:30Z,105,99,low
2024-09-18T23:30Z,2024-09-19T00:00Z,104,103,low
2024-09-19T00:00Z,2024-09-19T00:30Z,103,107,low
2024-09-19T00:30Z,2024-09-19T01:00Z,105,107,low
2024-09-19T01:00Z,2024-09-19T01:30Z,109,108,low
2024-09-19T01:30Z,2024-09-19T02:00Z,107,111,moderate
2024-09-19T02:00Z,2024-09-19T02:30Z,109,110,moderate
2024-09-19T02:30Z,2024-09-19T03:00Z,113,115,moderate
2024-09-19T03:00Z,2024-09-19T03:30Z,114,121,moderate
2024-09-19T03:30Z,2024-09-19T04:00Z,121,151,moderate
2024-09-19T04:00Z,2024-09-19T04:30Z,127,168,moderate
2024-09-19T04:30Z,2024-09-19T05:00Z,154,191,high
2024-09-19T05:00Z,2024-09-19T05:30Z,149,196,high
2024-09-19T05:30Z,2024-09-19T06:00Z,197,192,high
2024-09-19T06:00Z,2024-09-19T06:30Z,192,192,high
2024-09-19T06:30Z,2024-09-19T07:00Z,195,187,moderate
2024-09-19T07:00Z,2024-09-19T07:30Z,179,184,moderate
2024-09-19T07:30Z,2024-09-19T08:00Z,178,181,moderate
2024-09-19T08:00Z,2024-09-19T08:30Z,169,176,moderate
2024-09-19T08:30Z,2024-09-19T09:00Z,167,171,moderate
2024-09-19T09:00Z,2024-09-19T09:30Z,156,161,moderate
2024-09-19T09:30Z,2024-09-19T10:00Z,155,151,moderate
2024-09-19T10:00Z,2024-09-19T10:30Z,151,138,moderate
2024-09-19T10:30Z,2024-09-19T11:00Z,143,135,moderate
2024-09-19T11:00Z,2024-09-19T11:30Z,130,128,moderate
2024-09-19T11:30Z,2024-09-19T12:00Z,126,121,moderate
2024-09-19T12:00Z,2024-09-19T12:30Z,111,116,moderate
2024-09-19T12:30Z,2024-09-19T13:00Z,114,118,moderate
2024-09-19T13:00Z,2024-09-19T13:30Z,113,121,moderate
2024-09-19T13:30Z,2024-09-19T14:00Z,113,125,moderate
